d1,d2,type
352,426,25
89,419,25
274,450,41
210,1293,66
620,1119,25
253,188,25
1057,1552,12
1256,612,14
59,1479,66
683,776,6
840,401,51
950,119,75
1289,619,12
551,1499,25
401,1392,5
752,50,75
880,355,8
401,974,25
685,1416,9
401,906,25
346,1304,9
882,625,25
1202,881,5
1224,86,9
185,857,25
179,1203,66
190,703,51
472,863,25
5,1479,9
106,643,9
1491,100,25
529,1380,5
168,631,75
210,674,66
1447,840,11
553,564,14
1052,289,25
1258,888,6
770,182,66
713,690,25
160,441,25
222,968,2
879,908,75
753,633,12
91,867,25
90,423,25
275,1337,25
256,1144,25
443,795,25
1188,409,9
1046,272,25
289,796,25
1172,1208,9
1030,403,6
832,1040,25
811,341,25
1119,1215,57
1170,617,5
97,761,8
1523,1102,9
49,1487,9
309,915,25
1023,1343,16
232,241,5
1274,353,75
950,94,6
933,412,25
60,172,9
1117,374,5
1117,49,5
671,641,25
383,60,5
1283,1444,5
598,760,5
942,1147,75
736,1168,9
702,1384,9
631,888,25
762,856,75
930,195,5
296,989,53
930,289,5
1048,915,25
499,360,6
337,5,5
179,1470,9
988,560,6
1433,755,34
72,109,77
690,459,5
105,1129,75
274,355,66
263,1329,68
151,397,5
249,782,8
488,1160,75
441,1352,25
1348,1349,9
852,961,9
1183,579,25
116,340,8
1168,798,5
509,630,25
302,1102,9
1375,168,25
795,1174,12
1370,1208,9
901,210,25
110,328,25
1167,906,34
1091,1245,61
1520,1386,78
1305,1004,25
1076,463,45
667,1417,5
38,910,25
610,195,5
75,670,53
960,355,8
34,127,5
737,18,58
963,1392,5
91,339,25
574,46,75
768,622,9
703,960,83
746,379,25
976,1347,25
603,384,25
298,625,80
724,1444,5
208,658,5
761,371,9
401,1536,5
512,176,25
906,936,25
1248,888,6
166,657,5
703,81,5
119,401,51
166,282,5
1237,1164,5
932,1380,9
528,827,5
1422,109,77
124,1222,5
631,1471,25
243,201,25
702,1028,57
222,147,6
120,964,5
1194,176,5
876,112,25
861,71,5
1335,571,25
1075,754,12
1504,44,5
813,955,25
227,840,9
800,1380,5
1332,1154,5
910,1502,66
243,708,34
590,463,45
707,289,73
1027,105,75
1066,938,25
1006,169,66
222,1136,5
50,1349,9
1122,1271,25
222,1217,5
579,1322,8
1552,199,12
990,1167,12
41,700,43
428,1470,9
1539,694,25
705,246,53
441,838,25
388,409,25
406,208,5
655,1148,66
1071,301,34
1398,762,5
166,205,25
397,529,75
936,232,25
1240,110,5
59,873,25
1007,721,25
757,122,5
363,617,5
298,950,53
388,932,8
126,923,9
1282,891,14
199,1262,25
160,910,25
1026,1178,45
930,444,9
717,27,5
278,1118,81
394,619,25
106,602,36
298,464,53
896,38,9
913,1322,9
753,94,6
910,27,5
158,574,25
1045,1139,25
1189,949,5
235,360,6
1251,528,12
314,400,25
703,862,66
253,670,53
288,921,25
571,1293,66
522,620,25
253,1047,25
259,870,75
272,282,5
1045,124,25
630,574,64
288,1391,9
49,1479,9
655,713,12
832,105,5
1488,556,34
1536,1164,5
902,1363,25
1446,653,25
671,922,25
607,574,64
369,862,66
5,389,6
1345,81,6
419,1088,25
824,1085,25
677,686,12
248,306,25
824,795,25
954,568,66
750,560,8
1057,980,36
754,271,53
204,717,75
204,824,75
572,81,5
1268,282,5
341,801,5
524,691,45
912,942,12
909,1210,8
684,423,39
913,472,25
1248,1227,5
275,772,53
136,32,25
179,1164,9
1239,144,75
1227,1416,9
1246,1208,9
210,969,5
948,56,12
176,235,5
390,268,25
517,364,45
132,597,9
245,844,12
1271,1215,57
961,888,8
1148,1213,66
1324,605,53
268,177,53
474,802,25
690,662,63
1183,1050,25
801,1046,25
284,486,53
649,654,25
627,619,25
92,762,5
1049,829,25
819,193,9
37,219,25
1147,1102,9
410,486,25
571,1168,9
1159,988,5
1129,1137,5
770,1397,25
239,84,25
355,1380,9
905,1139,78
390,1128,25
603,275,25
960,1136,5
438,894,66
760,1016,25
32,931,25
256,1105,12
388,593,25
289,1321,8
583,1052,25
1537,312,26
153,921,25
351,855,34
721,44,9
1450,992,12
561,83,25
1400,699,14
169,979,36
526,1046,25
48,568,51
724,167,75
384,914,6
933,502,25
1072,717,5
1386,33,5
1250,1536,5
104,81,5
698,947,25
713,968,5
295,789,25
197,610,53
860,176,25
1048,53,5
767,1035,33
441,774,12
1189,459,5
1260,906,34
481,760,5
1067,232,25
851,58,5
272,1392,5
477,670,9
176,289,73
312,212,14
674,1009,66
479,508,25
1434,1433,5
579,802,25
26,336,9
1484,630,25
1031,1349,9
991,64,9
617,235,5
26,1096,9
401,35,25
1400,1131,34
379,1255,57
203,922,25
380,167,5
573,938,25
1006,443,25
932,325,9
362,195,5
752,71,5
394,488,25
752,99,5
199,581,25
376,1072,5
909,226,6
1049,1129,25
328,815,9
298,1012,80
324,1057,66
337,155,5
769,912,25
280,1009,34
923,1349,9
459,360,6
1089,1052,25
544,1321,12
282,1479,66
477,709,25
1392,969,9
1079,812,9
1062,1254,9
902,927,25
133,1377,9
705,947,25
1323,988,12
70,219,66
1041,294,5
934,475,64
290,208,5
745,355,8
307,342,5
438,761,12
1324,1128,53
290,635,25
827,617,5
846,71,5
1407,147,8
594,112,25
38,94,8
802,1190,9
525,566,66
389,837,66
594,527,25
667,1349,9
1440,225,25
754,528,25
431,1128,25
37,210,25
138,310,33
33,707,25
1231,657,5
960,631,25
785,99,5
783,38,5
570,343,12
148,304,8
588,455,8
1109,346,5
354,94,53
289,177,78
582,691,45
761,439,25
867,1317,9
314,856,75
148,1484,9
700,24,5
185,966,9
1054,1461,5
109,871,25
401,1458,6
900,770,5
1340,122,5
870,1384,75
467,1035,45
754,361,72
667,508,25
278,1407,25
582,842,63
691,1416,9
1201,40,12
197,290,53
927,201,53
583,239,6
1188,1208,9
30,891,14
861,94,6
216,85,16
256,1002,9
1337,1275,12
1144,86,5
763,1458,8
87,37,34
1339,1271,12
801,1129,75
784,34,25
30,1112,45
623,110,9
31,444,5
1434,109,5
620,3,25
1274,1237,75
153,1049,25
147,989,6
658,1002,72
442,1100,0
106,914,8
1185,936,12
1237,952,25
1412,406,5
579,484,9
648,1550,3
203,1416,5
1329,477,51
713,1407,25
746,582,71
485,1254,9
1386,1471,25
195,508,66
342,147,6
910,315,5
1155,147,8
687,1046,25
136,1416,25
149,295,72
869,1127,25
1122,607,25
37,1541,36
623,745,25
623,969,5
827,71,5
721,887,53
456,969,9
882,947,25
671,674,25
291,1075,8
1526,1227,5
1321,159,25
573,1057,25
1283,71,5
598,1422,25
42,530,5
1021,881,9
916,274,73
963,484,5
585,274,66
804,1292,16
1394,1510,25
415,657,25
913,895,25
610,1027,53
1229,124,5
87,499,34
874,536,77
41,829,39
1404,912,25
1440,147,6
1231,33,5
176,376,5
312,1095,25
482,974,25
711,155,5
156,752,5
1040,287,6
1485,484,5
556,522,25
1110,1040,25
612,1495,39
124,321,78
1379,1322,8
331,1416,9
1246,560,6
904,167,5
1243,624,12
127,657,9
417,1501,8
492,369,25
296,125,46
670,484,5
802,0,9
74,827,25
1260,480,34
754,202,53
378,1122,25
874,892,25
754,1370,53
945,659,25
34,1349,9
1439,989,25
275,210,25
1150,1237,75
91,579,25
216,1321,9
35,409,5
90,172,25
448,112,5
240,633,12
626,888,6
369,397,5
28,1057,66
169,256,25
956,421,25
770,910,66
869,916,66
1237,510,5
166,1416,9
202,1139,25
900,455,9
731,366,34
1282,1037,14
683,304,34
683,29,34
321,1154,5
528,968,5
716,835,25
717,762,9
1049,653,25
526,855,25
441,1388,66
880,1250,9
317,248,25
893,510,5
1048,38,5
278,1271,25
874,282,5
1333,235,5
486,136,25
1215,310,45
1311,662,9
855,137,5
464,46,9
1067,431,25
1171,32,25
1122,1452,25
643,109,5
1105,480,34
117,463,45
976,674,25
1536,181,5
1057,1348,66
309,656,25
235,172,5
271,567,25
991,397,12
851,94,6
1153,762,9
1526,44,5
1463,1154,5
599,106,5
28,1361,25
549,1054,61
737,910,25
416,1366,66
1547,1458,6
205,1465,25
633,210,25
1274,1395,75
438,1366,66
362,241,5
772,444,25
572,751,25
125,473,66
772,24,5
697,1091,5
1386,1246,5
52,1064,25
74,246,53
517,291,14
944,1072,5
42,122,12
769,1001,25
684,511,39
927,798,9
410,1046,25
1037,854,76
156,157,5
1214,216,49
1189,1391,9
1045,876,25
117,110,5
518,69,5
1168,1332,8
468,59,64
1378,1302,9
1361,382,25
888,1129,25
339,81,6
522,270,14
195,94,8
1207,443,25
133,419,25
474,1227,5
268,670,53
883,525,25
794,468,12
657,881,5
988,355,8
1124,1227,5
1355,176,25
1091,401,66
990,1479,66
509,934,25
1137,1246,5
1525,1136,5
824,695,25
246,1102,9
838,536,66
274,508,66
795,1380,5
574,1003,9
78,76,25
754,659,53
1131,717,5
571,214,61
1021,120,9
524,1302,45
525,1235,66
636,1148,66
945,1007,25
609,22,6
133,776,8
190,69,5
619,59,64
763,871,5
1210,1377,9
324,280,25
1474,153,43
1454,786,11
204,171,25
1484,1095,25
1303,561,12
759,310,33
437,246,53
185,606,25
106,304,25
1029,475,64
910,948,66
713,1536,5
895,852,5
1050,406,5
1535,1394,44
1356,312,12
703,794,63
253,33,40
92,1384,9
665,157,5
90,650,25
502,698,25
1006,301,66
709,713,53
761,886,14
1126,181,5
1018,243,1
662,802,25
1190,1321,8
389,181,25
1299,966,63
583,867,5
354,874,53
1014,137,5
83,729,25
188,694,25
287,219,66
295,106,51
1225,950,9
29,369,25
938,406,5
718,29,8
29,555,25
886,803,62
658,844,12
1119,403,6
203,581,36
933,1194,25
876,275,25
167,353,75
162,1240,78
891,238,8
190,53,75
754,288,53
464,801,25
397,1257,8
486,340,25
76,499,34
375,691,45
1174,1392,5
502,679,5
1065,917,9
1379,89,9
813,1004,66
311,44,5
1172,1136,5
1539,221,25
47,914,6
256,635,25
911,60,25
1045,74,13
134,441,25
885,1223,9
232,477,25
905,681,25
459,1004,25
795,360,6
623,1434,9
827,137,5
456,1137,5
266,265,5
246,208,5
598,709,25
673,944,25
1451,1031,12
964,1395,75
80,133,25
1525,762,5
525,289,73
1462,835,25
381,44,5
1233,724,49
842,936,12
394,1031,25
517,147,6
1201,635,64
33,1416,5
156,340,9
845,766,7
1487,518,5
566,835,25
134,725,25
983,560,8
711,5,5
1485,961,9
134,246,53
134,419,25
151,99,5
976,1159,25
87,715,45
655,1295,12
250,1361,12
882,1174,25
315,103,75
544,710,66
1054,314,5
1165,969,5
683,641,37
609,808,8
1005,751,25
965,81,8
667,1072,9
24,1391,9
610,1470,9
394,1112,45
56,220,25
667,617,5
293,1384,9
63,286,75
1198,906,46
91,263,25
963,923,9
1020,881,5
578,582,71
486,713,53
609,1362,25
574,658,75
156,1141,25
643,698,78
46,1072,5
195,1461,5
355,406,9
27,955,25
945,119,75
1484,607,25
1539,1159,77
208,1349,9
1225,1004,9
170,409,5
1414,296,25
1237,949,5
216,183,16
721,845,9
368,3,25
379,1177,25
1314,776,6
1192,304,60
680,617,5
526,916,25
521,1136,5
75,1362,25
158,922,25
822,966,9
508,1141,25
627,1031,25
1513,110,5
871,346,5
1513,259,5
607,989,8
462,275,25
72,289,25
1295,1407,25
1438,468,25
1141,914,8
813,690,25
72,947,25
645,441,25
1146,412,5
555,1009,34
586,653,37
480,926,25
1250,1203,66
1001,271,25
871,355,8
219,855,25
518,1322,8
389,725,25
976,486,25
1122,766,9
848,1102,9
369,709,25
426,110,5
841,1446,66
1390,945,53
49,708,46
551,533,82
286,947,25
404,412,5
16,944,78
202,502,25
360,947,25
950,1055,34
776,462,9
37,1152,36
202,221,25
205,938,25
794,124,5
190,1395,75
772,528,25
949,717,5
1552,1246,12
755,46,5
180,346,5
789,840,9
525,1241,61
687,953,12
525,1013,25
792,177,25
280,974,34
620,366,34
210,1536,5
288,355,8
298,791,80
1041,291,14
1227,961,9
155,450,61
106,959,63
1477,517,20
687,806,25
686,421,25
1079,397,9
599,776,6
1164,914,8
1441,945,66
1347,376,9
656,923,5
883,674,25
171,0,45
510,1470,9
296,948,46
1167,38,5
1388,1224,45
674,5,5
583,856,75
59,1366,25
1124,1521,9
211,301,25
243,944,25
437,12,9
1336,737,64
1462,574,25
819,950,5
1461,71,5
610,409,5
824,888,6
769,605,25
160,508,66
1322,232,31
392,44,5
1275,46,5
1419,46,5
770,528,25
1464,560,6
144,1246,31
567,654,25
728,1349,9
1213,840,5
916,1213,66
1362,1157,25
588,81,8
439,991,64
526,989,6
1401,867,25
694,1334,75
1237,1443,25
179,74,66
109,155,5
109,71,5
179,409,66
1488,59,37
321,717,5
870,941,75
627,463,45
301,896,9
1023,385,12
477,883,75
1091,201,25
594,37,66
614,1401,25
1106,5,20
1317,44,5
695,950,25
75,1492,25
1037,738,8
568,403,8
275,896,9
1521,1070,31
1050,360,6
626,968,5
372,310,45
620,385,34
1552,724,12
875,780,12
603,254,25
387,856,25
1235,1479,66
254,1047,25
31,299,25
964,1321,5
603,657,25
603,455,9
780,1167,25
583,737,25
710,862,66
188,772,53
171,1336,25
561,686,25
636,536,66
599,1072,5
26,201,9
60,1246,5
617,1250,25
366,827,5
956,5,5
1030,1394,44
268,876,53
109,707,25
624,568,43
121,1413,8
1471,650,53
719,137,5
526,248,25
1240,1128,25
1050,811,25
560,22,6
1386,752,5
898,1137,5
1176,612,25
506,949,5
1047,1345,25
197,75,53
295,1002,25
694,721,25
464,0,9
502,69,5
891,105,5
253,869,25
1249,1009,50
480,86,9
272,259,5
659,650,53
1064,239,6
612,486,43
272,721,25
1155,1321,9
82,1040,25
658,462,9
479,193,25
481,81,6
794,392,12
1063,1332,8
654,792,25
668,441,72
590,971,63
633,783,25
562,1433,5
813,530,47
970,419,25
42,1510,25
1462,1026,25
991,789,9
594,1322,9
970,1067,25
418,109,25
1164,120,25
598,282,5
296,109,77
842,1452,13
772,636,25
196,194,0
632,894,25
211,635,25
201,724,25
673,869,6
329,1127,25
284,772,53
627,446,25
540,530,45
339,391,9
392,679,9
524,1384,9
769,342,5
1214,18,25
944,282,5
1438,1273,25
410,806,25
500,906,25
566,1131,66
195,219,25
745,86,5
869,827,25
982,463,45
534,99,5
133,1389,25
1164,798,8
888,265,5
686,1426,25
885,296,25
479,1349,25
1019,626,34
153,246,53
167,938,25
309,1246,5
852,1416,9
856,936,75
148,725,25
492,1347,25
517,920,71
1137,824,25
650,914,6
1324,124,5
230,889,25
1240,682,80
1462,171,25
673,24,5
1321,750,25
492,873,25
889,67,63
1340,1416,9
419,230,25
263,44,5
1471,755,25
300,195,25
52,651,25
837,867,5
667,717,9
1507,355,8
1163,1377,9
394,1122,25
1246,355,8
700,749,11
295,167,25
409,122,5
977,99,5
1231,1433,5
544,1057,66
769,1160,75
955,1305,25
813,278,12
515,906,25
354,508,53
325,1144,25
746,385,34
805,713,53
216,465,8
185,1005,9
1171,41,40
1339,68,12
579,734,25
216,129,16
574,1536,5
1007,1401,25
583,81,6
761,870,8
694,195,75
620,376,34
881,1403,25
528,1009,25
1243,1131,12
1368,798,9
1488,607,25
681,116,5
444,1321,8
1088,617,5
1050,598,25
1386,84,25
989,246,53
222,1123,2
1484,454,63
624,1234,39
298,160,25
521,795,25
1334,27,5
410,700,53
216,767,16
1441,480,66
63,1194,75
382,1384,59
1311,464,9
703,1384,51
481,871,5
1188,120,9
138,463,33
50,969,9
679,89,5
1257,761,0
683,636,34
464,360,6
1017,110,5
389,1004,66
1127,86,5
463,222,12
1119,5,5
761,1400,25
1012,770,25
404,127,5
1441,1305,66
506,991,12
421,374,9
42,1304,9
127,1013,61
884,1366,66
594,1454,9
363,840,5
363,167,5
1395,89,5
526,574,25
416,948,66
610,734,25
56,977,25
1219,599,9
894,578,25
270,1493,76
1147,236,77
841,304,66
33,674,66
33,838,66
574,378,12
524,1222,5
913,193,25
708,1005,25
954,703,66
1487,1380,5
861,46,75
911,341,25
570,942,12
888,1183,9
479,619,25
1091,59,66
459,936,25
290,227,25
475,477,25
1183,876,25
354,400,53
304,873,25
1344,106,9
309,1128,25
673,1398,25
1413,1027,0
307,148,9
241,1395,75
846,444,5
1165,155,5
80,202,25
1472,52,9
58,49,5
862,486,25
415,1057,25
610,342,5
582,971,63
337,310,45
593,1131,25
883,889,31
1049,700,53
1268,967,25
52,230,25
340,1444,66
1484,512,63
34,38,5
352,1458,8
1057,685,36
586,1545,25
977,1071,25
397,465,14
221,598,25
927,1128,25
64,284,80
943,44,5
1231,1136,9
1123,800,25
942,27,25
658,912,72
963,989,6
1109,412,5
705,156,25
264,396,8
340,544,66
737,922,25
724,1458,8
467,1275,12
268,927,53
106,201,9
126,844,25
280,397,25
1336,122,5
754,579,53
874,1072,5
1438,474,14
120,317,25
444,974,25
1027,624,40
910,1443,66
444,1138,5
565,776,6
626,1164,5
1486,1413,8
1139,199,80
960,369,61
222,444,5
840,94,8
1027,883,75
585,256,46
568,755,25
950,1194,75
603,431,25
218,575,25
565,849,5
1023,349,16
387,343,25
204,312,25
1089,1395,75
185,1072,25
1237,1235,25
268,1045,53
169,635,25
796,885,25
185,917,25
875,627,12
524,94,6
379,1129,25
862,1159,25
947,306,25
948,1035,45
181,776,6
446,1416,9
282,62,66
893,1380,5
1063,597,9
1085,32,25
210,814,66
196,107,33
1152,896,75
1089,796,25
891,124,5
1192,941,9
879,824,75
463,137,5
1198,560,6
1510,1389,25
272,459,5
832,89,5
1207,1027,53
725,887,53
830,840,5
706,364,45
902,1416,25
1532,1461,5
812,883,75
1164,1349,9
426,633,9
246,762,9
1183,298,25
882,1014,25
594,1139,25
575,441,25
56,870,71
599,484,5
852,468,12
1329,486,51
387,641,64
159,1036,57
1094,406,68
971,71,5
1008,1217,5
610,840,5
162,317,25
328,710,25
227,937,72
731,0,45
331,674,66
792,60,5
91,1186,25
930,969,9
684,669,39
927,717,9
522,107,45
41,133,43
869,795,25
1046,549,25
332,840,75
1485,941,5
155,223,61
1379,1339,9
134,636,25
905,1194,25
64,942,12
907,1136,5
1138,1027,12
1110,314,12
1390,275,53
837,1489,12
239,301,66
315,856,75
721,246,53
631,523,25
670,617,5
703,944,73
263,69,5
415,286,25
92,124,5
651,181,25
243,861,25
92,840,5
1290,783,25
842,679,12
754,1045,53
50,744,9
72,124,25
1019,484,5
264,787,8
803,1455,8
1001,1046,25
409,1413,25
1159,503,25
761,172,8
836,650,53
812,523,25
409,315,5
587,71,5
397,281,71
219,480,25
921,861,25
1237,989,8
168,271,25
1225,190,9
1401,477,25
721,53,5
579,824,25
683,702,25
1036,454,63
1219,1547,9
106,227,25
166,921,25
561,264,14
1477,1321,20
1088,801,5
898,116,5
71,94,8
1345,1185,63
295,804,49
362,1458,6
822,1072,9
1051,86,5
92,1458,9
1174,749,5
464,1050,25
1172,455,9
518,1317,5
279,806,25
1363,755,25
536,1348,66
241,1340,25
289,1223,9
679,1392,5
1311,265,9
239,705,25
222,1384,9
885,256,66
47,105,5
561,746,25
27,530,25
841,1203,66
737,580,12
1119,53,5
84,1088,25
64,709,25
1386,1019,12
795,105,5
932,378,9
1202,1416,9
354,53,75
1138,421,12
540,561,12
526,485,25
734,887,53
968,437,25
796,1428,0
341,122,5
966,1208,9
713,69,5
1233,659,25
295,938,25
1089,221,25
486,29,25
915,1340,25
1295,97,81
1238,197,12
272,369,25
517,259,5
314,1136,5
1311,1147,9
290,921,25
271,697,25
1392,1317,9
534,1322,9
412,109,77
94,243,9
1359,374,9
902,1305,25
665,50,75
905,887,53
86,1458,9
426,1269,9
426,1444,5
1008,276,12
28,1122,25
1248,67,63
418,182,25
363,1413,25
284,431,53
162,887,53
201,463,45
649,156,25
259,988,5
648,590,25
75,136,25
989,1047,25
964,1223,75
204,910,66
431,1014,25
204,472,66
1021,282,9
431,737,25
36,915,25
769,24,5
195,679,5
950,314,75
607,590,25
195,933,25
941,1027,5
1054,1127,39
193,71,5
941,798,5
474,297,8
133,324,25
911,1492,25
153,410,25
1095,27,5
331,1414,25
753,1227,5
153,1057,25
160,948,66
1127,109,77
737,1002,9
202,1536,5
553,439,25
172,776,8
1038,89,5
106,49,9
970,236,77
222,424,2
819,53,9
667,47,5
1292,529,75
464,1240,25
422,454,63
1146,1444,5
1145,1470,9
1023,717,5
1126,275,5
822,1018,8
27,1047,25
604,459,5
49,657,5
428,1317,5
582,766,9
921,659,25
1434,374,5
351,421,25
29,1026,25
921,950,25
1225,903,9
332,1106,20
762,74,25
529,94,6
1446,926,66
167,892,25
786,290,75
165,183,12
636,926,25
786,103,75
208,1461,5
952,1137,5
659,989,8
1397,409,5
400,1085,25
123,619,12
185,713,25
579,181,25
698,631,25
170,1072,5
936,136,25
1302,1178,45
246,360,53
528,974,25
105,989,6
143,969,5
1257,856,0
437,486,53
319,578,9
159,127,5
1188,403,6
521,34,5
298,609,53
1475,110,5
935,94,8
174,298,80
1513,867,5
253,944,12
1085,84,25
1065,631,9
1192,961,9
1328,109,5
1450,405,12
239,805,25
87,1178,45
1171,525,5
310,53,9
1045,275,25
643,657,5
288,1328,5
1186,657,53
990,280,12
832,99,5
